UPOS	SPOS	EqlNumUPOS	EqlNumSPOS	gender1M2F	number1S2P	polarity1p2n3nu	Positive-Sentiment	Negative-Sentiment	Neutral-Sentiment	Morpho1P2S0N	complexword	compoundword	Reduplicatedword	Lema	Diac	Infinitive	UnigramProb	Token
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.001	ڏينهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0054	زندگي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0032	بهتر
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	پير
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
ADJ	صفت	5	5	0	2	2	0	2	0	2	1	0	0	0	0	0	0.0001	سڙيا
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0001	جوتن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	دڪان
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	نظر
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	0	0.0005	آيو
PRON	ضمير	2	2	0	1	3	0	0	3	0	0	1	0	1	0	0	0.0004	چيومانس
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	پير
VERB	فعل	4	4	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0064	ٿا
ADJ	صفت	5	5	0	2	2	0	2	0	2	1	0	0	0	0	0	0.0001	سڙن
NOUN	اسم	1	1	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0001	جوتا
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	ڏي
PRON	ضمير	2	2	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	چيائين
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0001	پئسا
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0001	اٿئي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0004	چيومانس
NOUN	اسم	1	1	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0001	اوڌر
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	تي
PRON	ضمير	2	2	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	چيائين
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	تون
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	ڪٿان
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	ڏيندين
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0004	چيومانس
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	قيامت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.001	ڏينهن
PROPN	اسم خاص	3	3	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	الله
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0001	وٺي
VERB	فعل	4	4	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	ڏيندس
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.001	پنهنجو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0023	وقت
NOUN	اسم	1	1	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0001	فضول
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0001	وضاحتن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0001	برباد
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0021	ڪيو
PUNC	بيهڪ جي نشاني	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	،
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	اهو
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0001	ٻڌندا
DET	ضمير اشارو			0	1	3	0	0	3	2	0	1	0	1	0	0	0.0013	جيڪو
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	1	0.0001	ٻڌڻ
VERB	فعل	4	4	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0001	چاهين
VERB	فعل	4	4	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0064	ٿا
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	جنهن
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
NOUN	اسم	1	1	1	1	3	0	0	3	2	0	1	0	1	0	0	0.0057	انسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	2	0	2	0	1	0	0	0	1	0	0	0.0005	قتل
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0021	ڪيو
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.002	ان
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	پوري
NOUN	اسم	1	1	2	1	3	0	0	3	2	0	1	0	1	0	0	0.0008	انسانيت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	2	0	2	0	1	0	0	0	1	0	0	0.0005	قتل
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0021	ڪيو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	مسلمان
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	اهو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	جنهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هٿ
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	زبان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	ٻيو
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	مسلمان
NOUN	اسم	1	1	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0001	محفوظ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0027	رهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0008	جڏهن
NOUN	اسم	1	1	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	معاشري
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
ADJ	صفت	5	5	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0004	غلط
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	طريقو
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	رائج
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0019	وڃي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	انجو
NOUN	اسم	1	1	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	سڌارو
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	فقط
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	1	0	1	0.0007	سمجھائڻ
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	1	1	2	0	2	0	1	0	0	0	1	0	0	0.0002	الزام
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	1	0.0002	لڳائڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	ٿيندو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	پر
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	انجي
NOUN	اسم	1	1	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0004	مقابلي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	صحيح
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	اصول
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	تي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	انصاف
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	وارو
NOUN	اسم	1	1	1	1	3	0	0	3	2	1	0	0	1	0	0	0.0004	معاشرو
VERB	فعل	4	4	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0001	ٺاهجي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0001	پوءِ
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	انقلاب
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	مفيد
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0001	مڪمل
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	ثابت
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	ٿيندو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	2	0	1	0	1	0	0	0.001	جيڪڏهن
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	مذهب
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	ڪنهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
NOUN	اسم	1	1	2	1	2	0	2	0	1	0	0	0	1	0	0	0.0004	نفرت
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0004	سيکاري
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.001	پنهنجو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	مذهب
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	1	0.0004	مٽائڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0004	شادي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0004	کانپوءِ
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	عورت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0.003	محبت
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	ختم
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0019	وڃي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	سياري
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADJ	صفت	5	5	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0007	سخت
NOUN	اسم	1	1	2	1	1	1	0	0	2	1	0	0	1	0	0	0.0004	سردي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.003	ڪم
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.001	ڪندو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0016	رهيو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0038	سنڌي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0092	ماڻهو
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	1	0	0	0.0005	سهڻا
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0007	سادا
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0052	آهن
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0038	سنڌي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0024	گھڻي
ADJ	صفت	5	5	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0014	پراڻي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	ٻولي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	0	0	0	0.0008	جيڪا
ADJ	صفت	5	5	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0007	ڪيترن
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0007	ملڪن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0008	ڳالهائجي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0038	سنڌي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADJ	صفت	5	5	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0014	پراڻي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	ٻولي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0016	قوم
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0038	سنڌي
NOUN	اسم	1	1	2	1	3	0	0	3	2	0	1	0	1	0	0	0.001	تهذيب
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0008	اڪثر
NOUN	اسم	1	1	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0007	تهذيبن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	1	0	0.0019	ماءُ
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0027	رهي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0038	سنڌي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	ٻولي
PROPN	اسم خاص	3	3	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	عربي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
NOUN	اسم	1	1	2	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	ديوناگري
NOUN	اسم	1	1	1	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	طريقن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
NOUN	اسم	1	1	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	لکي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	پڙهي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0019	وڃي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0038	سنڌي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	ٻولي
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0011	سڄي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
VERB	فعل	4	4	2	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	ڳالهائي
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0019	وڃي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0038	سنڌي
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0024	ٻولي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	شمار
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0004	قديمترين
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	ٻولين
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0029	ٿئي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	1	0	0	0	1	1	0	0.0058	سنڌ
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
ADJ	صفت	5	5	1	1	1	1	0	0	2	0	1	0	1	0	0	0.0004	خوشحال
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	خطو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0016	رهيو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	1	0	0	0	1	1	0	0.0058	سنڌ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0021	آ
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	ساھ
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	1	0	0	0	1	1	0	0.0058	سنڌ
ADP	حرفِ جر	6	6	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0013	کانسواءِ
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	ڪجھ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0005	آهيون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	1	0	0	0	1	1	0	0.0058	سنڌ
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	دنيا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADJ	صفت	5	5	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	ڪيترين
X	نامعلوم	18	18	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0064	ئي
NOUN	اسم	1	1	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0007	تهذيبن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	1	0	0.0019	ماءُ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PROPN	اسم خاص	3	3	2	1	3	0	0	3	1	0	0	0	1	1	0	0.0058	سنڌ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	انب
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0049	تمام
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0026	گھڻو
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0002	مشهور
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
